title	year	value	canton	file_year
Roman Catholic	2012	38.2	Switzerland	2015
Roman Catholic	2012	54.4	Zug	2015
Roman Catholic	2012	31.4	Vaud	2015
Roman Catholic	2012	34.9	Aargau	2015
Roman Catholic	2012	31.4	Appenzell	2015
Roman Catholic	2012	78.3	Appenzell	2015
Roman Catholic	2012	28.2	Basel-Landschaft	2015
Roman Catholic	2012	19.9	Basel-Stadt	2015
Roman Catholic	2012	63.1	Fribourg	2015
Roman Catholic	2012	36.5	Geneva	2015
Roman Catholic	2012	34.8	Glarus	2015
Roman Catholic	2012	43.8	Graubünden	2015
Roman Catholic	2012	69.6	Jura	2015
Roman Catholic	2012	15.6	Bern	2015
Roman Catholic	2012	24.4	Neuchâtel	2015
Roman Catholic	2012	64.8	Lucerne	2015
Roman Catholic	2012	74.9	Valais	2015
Roman Catholic	2012	81.6	Uri	2015
Roman Catholic	2012	69.3	Ticino	2015
Roman Catholic	2012	33.2	Thurgau	2015
Roman Catholic	2012	35.0	Solothurn	2015
Roman Catholic	2012	27.4	Zurich	2015
Roman Catholic	2012	22.3	Schaffhausen	2015
Roman Catholic	2012	47.4	Saint	2015
Roman Catholic	2012	74.0	Obwalden	2015
Roman Catholic	2012	68.8	Nidwalden	2015
Roman Catholic	2012	63.8	Schwyz	2015
Roman Catholic	2013	68.7	Nidwalden	2016
Roman Catholic	2013	52.9	Zug	2016
Roman Catholic	2013	31.2	Vaud	2016
Roman Catholic	2013	74.3	Valais	2016
Roman Catholic	2013	68.7	Ticino	2016
Roman Catholic	2013	79.8	Uri	2016
Roman Catholic	2013	46.7	Saint	2016
Roman Catholic	2013	23.1	Schaffhausen	2016
Roman Catholic	2013	74.2	Obwalden	2016
Roman Catholic	2013	35.5	Solothurn	2016
Roman Catholic	2013	23.9	Neuchâtel	2016
Roman Catholic	2013	62.8	Schwyz	2016
Roman Catholic	2013	63.2	Lucerne	2016
Roman Catholic	2013	32.9	Thurgau	2016
Roman Catholic	2013	43.4	Graubünden	2016
Roman Catholic	2013	38.0	Bern	2016
Roman Catholic	2013	34.2	Aargau	2016
Roman Catholic	2013	31.3	Appenzell	2016
Roman Catholic	2013	76.4	Appenzell	2016
Roman Catholic	2013	28.6	Basel-Landschaft	2016
Roman Catholic	2013	27.7	Zurich	2016
Roman Catholic	2013	69.4	Jura	2016
Roman Catholic	2013	16.3	Bern	2016
Roman Catholic	2013	62.5	Fribourg	2016
Roman Catholic	2013	35.4	Geneva	2016
Roman Catholic	2013	34.6	Glarus	2016
Roman Catholic	2013	18.9	Basel-Stadt	2016
Roman Catholic	2014	29.5	Appenzell	2017
Roman Catholic	2014	73.9	Appenzell	2017
Roman Catholic	2014	27.8	Basel-Landschaft	2017
Roman Catholic	2014	19.4	Basel-Stadt	2017
Roman Catholic	2014	16.2	Bern	2017
Roman Catholic	2014	61.8	Fribourg	2017
Roman Catholic	2014	36.0	Geneva	2017
Roman Catholic	2014	42.7	Graubünden	2017
Roman Catholic	2014	69.4	Jura	2017
Roman Catholic	2014	63.3	Lucerne	2017
Roman Catholic	2014	66.7	Nidwalden	2017
Roman Catholic	2014	72.2	Obwalden	2017
Roman Catholic	2014	35.5	Glarus	2017
Roman Catholic	2014	22.9	Neuchâtel	2017
Roman Catholic	2014	37.9	Bern	2017
Roman Catholic	2014	80.2	Uri	2017
Roman Catholic	2014	68.8	Ticino	2017
Roman Catholic	2014	23.8	Schaffhausen	2017
Roman Catholic	2014	62.0	Schwyz	2017
Roman Catholic	2014	32.9	Thurgau	2017
Roman Catholic	2014	35.5	Solothurn	2017
Roman Catholic	2014	31.0	Vaud	2017
Roman Catholic	2014	53.3	Zug	2017
Roman Catholic	2014	27.7	Zurich	2017
Roman Catholic	2014	46.4	Saint	2017
Roman Catholic	2014	73.7	Valais	2017
Roman Catholic	2014	34.3	Aargau	2017
Roman Catholic	2016	26.0	Basel-Landschaft	2018
Roman Catholic	2016	60.8	Fribourg	2018
Roman Catholic	2016	15.5	Bern	2018
Roman Catholic	2016	17.9	Basel-Stadt	2018
Roman Catholic	2016	70.6	Appenzell	2018
Roman Catholic	2016	31.6	Glarus	2018
Roman Catholic	2016	32.8	Aargau	2018
Roman Catholic	2016	68.0	Nidwalden	2018
Roman Catholic	2016	33.3	Geneva	2018
Roman Catholic	2016	36.5	Bern	2018
Roman Catholic	2016	26.8	Zurich	2018
Roman Catholic	2016	27.8	Appenzell	2018
Roman Catholic	2016	42.5	Graubünden	2018
Roman Catholic	2016	68.8	Jura	2018
Roman Catholic	2016	21.5	Neuchâtel	2018
Roman Catholic	2016	22.6	Schaffhausen	2018
Roman Catholic	2016	59.8	Schwyz	2018
Roman Catholic	2016	33.7	Solothurn	2018
Roman Catholic	2016	66.6	Ticino	2018
Roman Catholic	2016	78.9	Uri	2018
Roman Catholic	2016	45.3	Saint	2018
Roman Catholic	2016	30.1	Vaud	2018
Roman Catholic	2016	51.3	Zug	2018
Roman Catholic	2016	31.7	Thurgau	2018
Roman Catholic	2016	71.6	Obwalden	2018
Roman Catholic	2016	61.9	Lucerne	2018
Roman Catholic	2016	71.1	Valais	2018
Roman Catholic	2016-2018	32.2	Glarus	2020
Roman Catholic	2016-2018	32.5	Geneva	2020
Roman Catholic	2016-2018	59.8	Fribourg	2020
