title	year	value	canton	file_year
20-64 years	2010	63.2	Aargau	2012
20-64 years	2010	62.2	Switzerland	2012
20-64 years	2010	64.0	Zurich	2012
20-64 years	2010	64.0	Zug	2012
20-64 years	2010	61.5	Vaud	2012
20-64 years	2010	61.8	Valais	2012
20-64 years	2010	60.2	Uri	2012
20-64 years	2010	60.7	Ticino	2012
20-64 years	2010	62.0	Solothurn	2012
20-64 years	2010	63.4	Schwyz	2012
20-64 years	2010	61.0	Schaffhausen	2012
20-64 years	2010	61.8	Saint Gallen	2012
20-64 years	2010	62.3	Obwalden	2012
20-64 years	2010	62.5	Thurgau	2012
20-64 years	2010	60.0	Neuchâtel	2012
20-64 years	2010	63.5	Nidwalden	2012
20-64 years	2010	59.0	Appenzell Innerrhoden	2012
20-64 years	2010	60.7	Basel-Landschaft	2012
20-64 years	2010	62.6	Basel-Stadt	2012
20-64 years	2010	61.4	Bern	2012
20-64 years	2010	62.0	Fribourg	2012
20-64 years	2010	60.7	Appenzell Ausserrhoden	2012
20-64 years	2010	61.6	Glarus	2012
20-64 years	2010	62.6	Graubünden	2012
20-64 years	2010	58.7	Jura	2012
20-64 years	2010	62.1	Lucerne	2012
20-64 years	2010	62.4	Geneva	2012
20-64 years	2011	62.4	Obwalden	2013
20-64 years	2011	61.9	Saint Gallen	2013
20-64 years	2011	61.0	Schaffhausen	2013
20-64 years	2011	63.5	Schwyz	2013
20-64 years	2011	62.0	Solothurn	2013
20-64 years	2011	62.6	Thurgau	2013
20-64 years	2011	61.7	Valais	2013
20-64 years	2011	60.1	Uri	2013
20-64 years	2011	61.6	Vaud	2013
20-64 years	2011	63.8	Zug	2013
20-64 years	2011	62.2	Switzerland	2013
20-64 years	2011	60.4	Ticino	2013
20-64 years	2011	63.5	Nidwalden	2013
20-64 years	2011	63.9	Zurich	2013
20-64 years	2011	62.3	Lucerne	2013
20-64 years	2011	59.8	Neuchâtel	2013
20-64 years	2011	60.8	Appenzell Ausserrhoden	2013
20-64 years	2011	59.2	Appenzell Innerrhoden	2013
20-64 years	2011	60.4	Basel-Landschaft	2013
20-64 years	2011	62.7	Basel-Stadt	2013
20-64 years	2011	63.2	Aargau	2013
20-64 years	2011	62.1	Fribourg	2013
20-64 years	2011	62.3	Geneva	2013
20-64 years	2011	61.9	Glarus	2013
20-64 years	2011	62.4	Graubünden	2013
20-64 years	2011	61.3	Bern	2013
20-64 years	2011	58.7	Jura	2013
20-64 years	2012	62.0	Saint Gallen	2014
20-64 years	2012	61.0	Schaffhausen	2014
20-64 years	2012	63.4	Schwyz	2014
20-64 years	2012	62.0	Solothurn	2014
20-64 years	2012	62.8	Thurgau	2014
20-64 years	2012	60.3	Uri	2014
20-64 years	2012	61.7	Valais	2014
20-64 years	2012	62.2	Switzerland	2014
20-64 years	2012	62.4	Obwalden	2014
20-64 years	2012	63.8	Zurich	2014
20-64 years	2012	60.2	Ticino	2014
20-64 years	2012	63.3	Nidwalden	2014
20-64 years	2012	62.3	Geneva	2014
20-64 years	2012	62.4	Lucerne	2014
20-64 years	2012	58.7	Jura	2014
20-64 years	2012	62.4	Graubünden	2014
20-64 years	2012	62.0	Glarus	2014
20-64 years	2012	63.7	Zug	2014
20-64 years	2012	62.1	Fribourg	2014
20-64 years	2012	61.2	Bern	2014
20-64 years	2012	62.8	Basel-Stadt	2014
20-64 years	2012	60.1	Basel-Landschaft	2014
20-64 years	2012	59.3	Appenzell Innerrhoden	2014
20-64 years	2012	60.9	Appenzell Ausserrhoden	2014
20-64 years	2012	63.2	Aargau	2014
20-64 years	2012	59.9	Neuchâtel	2014
20-64 years	2012	61.6	Vaud	2014
20-64 years	2013	59.9	Basel-Landschaft	2015
20-64 years	2013	61.0	Appenzell Ausserrhoden	2015
20-64 years	2013	63.7	Zurich	2015
20-64 years	2013	61.5	Valais	2015
20-64 years	2013	60.3	Uri	2015
20-64 years	2013	60.1	Ticino	2015
20-64 years	2013	62.9	Thurgau	2015
20-64 years	2013	62.0	Solothurn	2015
20-64 years	2013	63.4	Schwyz	2015
20-64 years	2013	60.9	Schaffhausen	2015
20-64 years	2013	61.9	Saint Gallen	2015
20-64 years	2013	62.4	Obwalden	2015
20-64 years	2013	63.0	Nidwalden	2015
20-64 years	2013	60.0	Neuchâtel	2015
20-64 years	2013	62.4	Lucerne	2015
20-64 years	2013	58.6	Jura	2015
20-64 years	2013	62.2	Graubünden	2015
20-64 years	2013	61.9	Glarus	2015
20-64 years	2013	62.3	Geneva	2015
20-64 years	2013	62.1	Fribourg	2015
20-64 years	2013	61.1	Bern	2015
20-64 years	2013	62.9	Basel-Stadt	2015
20-64 years	2013	59.3	Appenzell Innerrhoden	2015
20-64 years	2013	63.1	Aargau	2015
20-64 years	2013	62.1	Switzerland	2015
20-64 years	2013	63.6	Zug	2015
20-64 years	2013	61.6	Vaud	2015
20-64 years	2014	63.6	Zurich	2016
20-64 years	2014	62.9	Aargau	2016
20-64 years	2014	60.9	Appenzell Ausserrhoden	2016
20-64 years	2014	59.5	Appenzell Innerrhoden	2016
20-64 years	2014	59.7	Basel-Landschaft	2016
20-64 years	2014	63.0	Basel-Stadt	2016
20-64 years	2014	60.9	Bern	2016
20-64 years	2014	62.4	Geneva	2016
20-64 years	2014	61.7	Glarus	2016
20-64 years	2014	61.9	Graubünden	2016
20-64 years	2014	58.4	Jura	2016
20-64 years	2014	62.4	Lucerne	2016
20-64 years	2014	62.2	Fribourg	2016
20-64 years	2014	62.8	Nidwalden	2016
20-64 years	2014	60.0	Neuchâtel	2016
20-64 years	2014	63.5	Zug	2016
20-64 years	2014	61.6	Vaud	2016
20-64 years	2014	61.3	Valais	2016
20-64 years	2014	60.2	Uri	2016
20-64 years	2014	59.9	Ticino	2016
20-64 years	2014	62.0	Bern	2016
20-64 years	2014	61.9	Solothurn	2016
20-64 years	2014	63.3	Schwyz	2016
20-64 years	2014	60.8	Schaffhausen	2016
20-64 years	2014	61.9	Saint Gallen	2016
20-64 years	2014	62.0	Obwalden	2016
20-64 years	2014	62.8	Thurgau	2016
20-64 years	2015	61.8	Saint Gallen	2017
20-64 years	2015	60.6	Schaffhausen	2017
20-64 years	2015	63.2	Schwyz	2017
20-64 years	2015	61.8	Solothurn	2017
20-64 years	2015	62.7	Thurgau	2017
20-64 years	2015	61.2	Valais	2017
20-64 years	2015	60.0	Uri	2017
20-64 years	2015	61.7	Vaud	2017
20-64 years	2015	63.4	Zug	2017
20-64 years	2015	63.5	Zurich	2017
20-64 years	2015	59.8	Ticino	2017
20-64 years	2015	61.9	Bern	2017
20-64 years	2015	62.4	Nidwalden	2017
20-64 years	2015	62.4	Lucerne	2017
20-64 years	2015	61.9	Obwalden	2017
20-64 years	2015	62.8	Aargau	2017
20-64 years	2015	60.9	Appenzell Ausserrhoden	2017
20-64 years	2015	59.6	Appenzell Innerrhoden	2017
20-64 years	2015	59.6	Basel-Landschaft	2017
20-64 years	2015	63.0	Basel-Stadt	2017
20-64 years	2015	60.1	Neuchâtel	2017
20-64 years	2015	62.2	Fribourg	2017
20-64 years	2015	62.4	Geneva	2017
20-64 years	2015	61.6	Glarus	2017
20-64 years	2015	61.6	Graubünden	2017
20-64 years	2015	58.4	Jura	2017
20-64 years	2015	60.8	Bern	2017
20-64 years	2016	61.6	Saint Gallen	2018
20-64 years	2016	60.4	Schaffhausen	2018
20-64 years	2016	63.1	Schwyz	2018
20-64 years	2016	61.7	Solothurn	2018
20-64 years	2016	59.6	Ticino	2018
20-64 years	2016	59.9	Uri	2018
20-64 years	2016	61.0	Valais	2018
20-64 years	2016	61.6	Vaud	2018
20-64 years	2016	63.2	Zug	2018
20-64 years	2016	62.6	Thurgau	2018
20-64 years	2016	61.6	Obwalden	2018
20-64 years	2016	62.3	Lucerne	2018
20-64 years	2016	60.0	Neuchâtel	2018
20-64 years	2016	58.4	Jura	2018
20-64 years	2016	61.3	Graubünden	2018
20-64 years	2016	61.2	Glarus	2018
20-64 years	2016	62.1	Fribourg	2018
20-64 years	2016	60.6	Bern	2018
20-64 years	2016	63.0	Basel-Stadt	2018
20-64 years	2016	59.4	Basel-Landschaft	2018
20-64 years	2016	59.5	Appenzell Innerrhoden	2018
20-64 years	2016	60.8	Appenzell Ausserrhoden	2018
20-64 years	2016	62.6	Aargau	2018
20-64 years	2016	62.1	Nidwalden	2018
20-64 years	2016	62.4	Geneva	2018
20-64 years	2016	61.8	Bern	2018
20-64 years	2016	63.4	Zurich	2018
20-64 years	2017	61.7	Switzerland	2019
20-64 years	2017	63.1	Zug	2019
20-64 years	2017	61.6	Vaud	2019
20-64 years	2017	60.8	Valais	2019
20-64 years	2017	59.7	Uri	2019
20-64 years	2017	59.4	Ticino	2019
20-64 years	2017	62.4	Thurgau	2019
20-64 years	2017	63.0	Schwyz	2019
20-64 years	2017	60.2	Schaffhausen	2019
20-64 years	2017	61.4	Saint Gallen	2019
20-64 years	2017	61.4	Obwalden	2019
20-64 years	2017	62.0	Nidwalden	2019
20-64 years	2017	63.3	Zurich	2019
20-64 years	2017	62.2	Lucerne	2019
20-64 years	2017	62.4	Aargau	2019
20-64 years	2017	59.9	Neuchâtel	2019
20-64 years	2017	60.6	Appenzell Ausserrhoden	2019
20-64 years	2017	59.7	Appenzell Innerrhoden	2019
20-64 years	2017	59.1	Basel-Landschaft	2019
20-64 years	2017	62.9	Basel-Stadt	2019
20-64 years	2017	61.6	Solothurn	2019
20-64 years	2017	62.0	Fribourg	2019
20-64 years	2017	62.5	Geneva	2019
20-64 years	2017	61.0	Glarus	2019
20-64 years	2017	61.0	Graubünden	2019
20-64 years	2017	58.2	Jura	2019
20-64 years	2017	60.4	Bern	2019
20-64 years	2018	58.1	Jura	2020
20-64 years	2018	60.7	Graubünden	2020
20-64 years	2018	60.8	Glarus	2020
20-64 years	2018	62.5	Geneva	2020
20-64 years	2018	61.9	Fribourg	2020
20-64 years	2018	58.9	Basel-Landschaft	2020
20-64 years	2018	62.9	Basel-Stadt	2020
20-64 years	2018	59.6	Appenzell Innerrhoden	2020
20-64 years	2018	60.1	Appenzell Ausserrhoden	2020
20-64 years	2018	62.0	Lucerne	2020
20-64 years	2018	60.1	Bern	2020
20-64 years	2018	62.1	Aargau	2020
20-64 years	2018	59.8	Neuchâtel	2020
20-64 years	2018	61.0	Obwalden	2020
20-64 years	2018	61.2	Saint Gallen	2020
20-64 years	2018	60.0	Schaffhausen	2020
20-64 years	2018	62.8	Schwyz	2020
20-64 years	2018	61.4	Solothurn	2020
20-64 years	2018	62.1	Thurgau	2020
20-64 years	2018	59.2	Ticino	2020
20-64 years	2018	59.4	Uri	2020
20-64 years	2018	60.6	Valais	2020
20-64 years	2018	61.6	Vaud	2020
20-64 years	2018	62.8	Zug	2020
20-64 years	2018	61.5	Switzerland	2020
20-64 years	2018	61.4	Nidwalden	2020
20-64 years	2018	63.3	Zurich	2020
20-64 years	2019	63.2	Zurich	2021
20-64 years	2019	59.9	Appenzell Ausserrhoden	2021
20-64 years	2019	62.4	Zug	2021
20-64 years	2019	61.5	Vaud	2021
20-64 years	2019	60.5	Valais	2021
20-64 years	2019	59.2	Uri	2021
20-64 years	2019	59.1	Ticino	2021
20-64 years	2019	61.8	Thurgau	2021
20-64 years	2019	61.1	Solothurn	2021
20-64 years	2019	62.6	Schwyz	2021
20-64 years	2019	59.9	Schaffhausen	2021
20-64 years	2019	61.0	Saint Gallen	2021
20-64 years	2019	60.7	Obwalden	2021
20-64 years	2019	61.0	Nidwalden	2021
20-64 years	2019	59.8	Neuchâtel	2021
20-64 years	2019	61.9	Lucerne	2021
20-64 years	2019	57.9	Jura	2021
20-64 years	2019	60.5	Graubünden	2021
20-64 years	2019	60.5	Glarus	2021
20-64 years	2019	62.5	Geneva	2021
20-64 years	2019	61.8	Fribourg	2021
20-64 years	2019	59.9	Bern	2021
20-64 years	2019	62.9	Basel-Stadt	2021
20-64 years	2019	58.7	Basel-Landschaft	2021
20-64 years	2019	59.3	Appenzell Innerrhoden	2021
20-64 years	2019	61.8	Aargau	2021
20-64 years	2019	61.4	Switzerland	2021
